Country,Year,Region,Type,Energy consumption (in Exajoules)
Uzbekistan,2013,CIS,Nuclear energy,0.0
Other CIS,2013,CIS,Nuclear energy,0.022216763505635426
Iran,2013,Middle East,Nuclear energy,0.04006471395895583
Iraq,2013,Middle East,Nuclear energy,0.0
Israel,2013,Middle East,Nuclear energy,0.0
Kuwait,2013,Middle East,Nuclear energy,0.0
Oman,2013,Middle East,Nuclear energy,0.0
Qatar,2013,Middle East,Nuclear energy,0.0
Saudi Arabia,2013,Middle East,Nuclear energy,0.0
United Arab Emirates,2013,Middle East,Nuclear energy,0.0
Other Middle East,2013,Middle East,Nuclear energy,0.0
Algeria,2013,Africa,Nuclear energy,0.0
Egypt,2013,Africa,Nuclear energy,0.0
Morocco,2013,Africa,Nuclear energy,0.0
South Africa,2013,Africa,Nuclear energy,0.13280909849631606
Eastern Africa,2013,Africa,Nuclear energy,0.0
Middle Africa,2013,Africa,Nuclear energy,0.0
Western Africa,2013,Africa,Nuclear energy,0.0
Other Northern Africa,2013,Africa,Nuclear energy,0.0
Other Southern Africa,2013,Africa,Nuclear energy,0.0
Australia,2013,Asia Pacific,Nuclear energy,0.0
Bangladesh,2013,Asia Pacific,Nuclear energy,0.0
China,2013,Asia Pacific,Nuclear energy,1.0497887273610562
China Hong Kong SAR,2013,Asia Pacific,Nuclear energy,0.0
India,2013,Asia Pacific,Nuclear energy,0.3135997333851533
Indonesia,2013,Asia Pacific,Nuclear energy,0.0
Japan,2013,Asia Pacific,Nuclear energy,0.1374874763797123
Malaysia,2013,Asia Pacific,Nuclear energy,0.0
New Zealand,2013,Asia Pacific,Nuclear energy,0.0
Pakistan,2013,Asia Pacific,Nuclear energy,0.04013425383311157
Philippines,2013,Asia Pacific,Nuclear energy,0.0
Singapore,2013,Asia Pacific,Nuclear energy,0.0
South Korea,2013,Asia Pacific,Nuclear energy,1.3066621632044293
Sri Lanka,2013,Asia Pacific,Nuclear energy,0.0
Taiwan,2013,Asia Pacific,Nuclear energy,0.39203789195491606
Thailand,2013,Asia Pacific,Nuclear energy,0.0
Vietnam,2013,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2013,Asia Pacific,Nuclear energy,0.0
Canada,2014,North America,Nuclear energy,0.9970249482325662
Mexico,2014,North America,Nuclear energy,0.0905661059226675
US,2014,North America,Nuclear energy,7.8530935062777605
Argentina,2014,S. & Cent. America,Nuclear energy,0.05160388255746567
Brazil,2014,S. & Cent. America,Nuclear energy,0.1439224468139848
Chile,2014,S. & Cent. America,Nuclear energy,0.0
Colombia,2014,S. & Cent. America,Nuclear energy,0.0
Ecuador,2014,S. & Cent. America,Nuclear energy,0.0
Peru,2014,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2014,S. & Cent. America,Nuclear energy,0.0
Venezuela,2014,S. & Cent. America,Nuclear energy,0.0
Central America,2014,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2014,S. & Cent. America,Nuclear energy,0.0
Other South America,2014,S. & Cent. America,Nuclear energy,0.0
Austria,2014,Europe,Nuclear energy,0.0
Belgium,2014,Europe,Nuclear energy,0.315416331852424
Bulgaria,2014,Europe,Nuclear energy,0.14849125766853374
Croatia,2014,Europe,Nuclear energy,0.0
Cyprus,2014,Europe,Nuclear energy,0.0
Czech Republic,2014,Europe,Nuclear energy,0.28380170079196426
Denmark,2014,Europe,Nuclear energy,0.0
Estonia,2014,Europe,Nuclear energy,0.0
Finland,2014,Europe,Nuclear energy,0.22309175197991102
France,2014,Europe,Nuclear energy,4.084876868842956
Germany,2014,Europe,Nuclear energy,0.909001361792543
Greece,2014,Europe,Nuclear energy,0.0
Hungary,2014,Europe,Nuclear energy,0.1464508079582768
Iceland,2014,Europe,Nuclear energy,0.0
Ireland,2014,Europe,Nuclear energy,0.0
Italy,2014,Europe,Nuclear energy,0.0
Latvia,2014,Europe,Nuclear energy,0.0
Lithuania,2014,Europe,Nuclear energy,0.0
Luxembourg,2014,Europe,Nuclear energy,0.0
Netherlands,2014,Europe,Nuclear energy,0.03828931344407955
North Macedonia,2014,Europe,Nuclear energy,0.0
Norway,2014,Europe,Nuclear energy,0.0
Poland,2014,Europe,Nuclear energy,0.0
Portugal,2014,Europe,Nuclear energy,0.0
Romania,2014,Europe,Nuclear energy,0.10926846049835802
Slovakia,2014,Europe,Nuclear energy,0.1450505215375699
Slovenia,2014,Europe,Nuclear energy,0.0596149314274676
Spain,2014,Europe,Nuclear energy,0.5363004152984351
Sweden,2014,Europe,Nuclear energy,0.6071645064709286
Switzerland,2014,Europe,Nuclear energy,0.2597778636275833
Turkey,2014,Europe,Nuclear energy,0.0
Ukraine,2014,Europe,Nuclear energy,0.8272072426115505
United Kingdom,2014,Europe,Nuclear energy,0.5965981033632901
Other Europe,2014,Europe,Nuclear energy,0.0
Azerbaijan,2014,CIS,Nuclear energy,0.0
Belarus,2014,CIS,Nuclear energy,0.0
Kazakhstan,2014,CIS,Nuclear energy,0.0
Russian Federation,2014,CIS,Nuclear energy,1.6916546320262684
Turkmenistan,2014,CIS,Nuclear energy,0.0
USSR,2014,CIS,Nuclear energy,0.0
Uzbekistan,2014,CIS,Nuclear energy,0.0
Other CIS,2014,CIS,Nuclear energy,0.02306732856866909
Iran,2014,Middle East,Nuclear energy,0.038085314300009145
Iraq,2014,Middle East,Nuclear energy,0.0
Israel,2014,Middle East,Nuclear energy,0.0
Kuwait,2014,Middle East,Nuclear energy,0.0
Oman,2014,Middle East,Nuclear energy,0.0
Qatar,2014,Middle East,Nuclear energy,0.0
Saudi Arabia,2014,Middle East,Nuclear energy,0.0
United Arab Emirates,2014,Middle East,Nuclear energy,0.0
Other Middle East,2014,Middle East,Nuclear energy,0.0
Algeria,2014,Africa,Nuclear energy,0.0
Egypt,2014,Africa,Nuclear energy,0.0
Morocco,2014,Africa,Nuclear energy,0.0
South Africa,2014,Africa,Nuclear energy,0.1290939315893193
Eastern Africa,2014,Africa,Nuclear energy,0.0
Middle Africa,2014,Africa,Nuclear energy,0.0
Western Africa,2014,Africa,Nuclear energy,0.0
Other Northern Africa,2014,Africa,Nuclear energy,0.0
Other Southern Africa,2014,Africa,Nuclear energy,0.0
Australia,2014,Asia Pacific,Nuclear energy,0.0
Bangladesh,2014,Asia Pacific,Nuclear energy,0.0
China,2014,Asia Pacific,Nuclear energy,1.246743438671044
China Hong Kong SAR,2014,Asia Pacific,Nuclear energy,0.0
India,2014,Asia Pacific,Nuclear energy,0.3246135026076875
Indonesia,2014,Asia Pacific,Nuclear energy,0.0
Japan,2014,Asia Pacific,Nuclear energy,0.0
Malaysia,2014,Asia Pacific,Nuclear energy,0.0
New Zealand,2014,Asia Pacific,Nuclear energy,0.0
Pakistan,2014,Asia Pacific,Nuclear energy,0.04370491464411373
Philippines,2014,Asia Pacific,Nuclear energy,0.0
Singapore,2014,Asia Pacific,Nuclear energy,0.0
South Korea,2014,Asia Pacific,Nuclear energy,1.4637619196349223
Sri Lanka,2014,Asia Pacific,Nuclear energy,0.0
Taiwan,2014,Asia Pacific,Nuclear energy,0.3967057830307124
Thailand,2014,Asia Pacific,Nuclear energy,0.0
Vietnam,2014,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2014,Asia Pacific,Nuclear energy,0.0
Canada,2015,North America,Nuclear energy,0.9405405996543768
Mexico,2015,North America,Nuclear energy,0.10770206020722917
US,2015,North America,Nuclear energy,7.8064653853686545
Argentina,2015,S. & Cent. America,Nuclear energy,0.06548378456221192
Brazil,2015,S. & Cent. America,Nuclear energy,0.13707175411059894
Chile,2015,S. & Cent. America,Nuclear energy,0.0
Colombia,2015,S. & Cent. America,Nuclear energy,0.0
Ecuador,2015,S. & Cent. America,Nuclear energy,0.0
Peru,2015,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2015,S. & Cent. America,Nuclear energy,0.0
Venezuela,2015,S. & Cent. America,Nuclear energy,0.0
Central America,2015,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2015,S. & Cent. America,Nuclear energy,0.0
Other South America,2015,S. & Cent. America,Nuclear energy,0.0
Austria,2015,Europe,Nuclear energy,0.0
Belgium,2015,Europe,Nuclear energy,0.2428360887096772
Bulgaria,2015,Europe,Nuclear energy,0.1430716964285713
Croatia,2015,Europe,Nuclear energy,0.0
Cyprus,2015,Europe,Nuclear energy,0.0
Czech Republic,2015,Europe,Nuclear energy,0.2496998387096772
Denmark,2015,Europe,Nuclear energy,0.0
Estonia,2015,Europe,Nuclear energy,0.0
Finland,2015,Europe,Nuclear energy,0.21863018433179696
France,2015,Europe,Nuclear energy,4.069388882027647
Germany,2015,Europe,Nuclear energy,0.8538876282546073
Greece,2015,Europe,Nuclear energy,0.0
Hungary,2015,Europe,Nuclear energy,0.14730731301843306
Iceland,2015,Europe,Nuclear energy,0.0
Ireland,2015,Europe,Nuclear energy,0.0
Italy,2015,Europe,Nuclear energy,0.0
Latvia,2015,Europe,Nuclear energy,0.0
Lithuania,2015,Europe,Nuclear energy,0.0
Luxembourg,2015,Europe,Nuclear energy,0.0
Netherlands,2015,Europe,Nuclear energy,0.037937996630184295
North Macedonia,2015,Europe,Nuclear energy,0.0
Norway,2015,Europe,Nuclear energy,0.0
Poland,2015,Europe,Nuclear energy,0.0
Portugal,2015,Europe,Nuclear energy,0.0
Romania,2015,Europe,Nuclear energy,0.10828686635944687
Slovakia,2015,Europe,Nuclear energy,0.14090316820276486
Slovenia,2015,Europe,Nuclear energy,0.05254331797235017
Spain,2015,Europe,Nuclear energy,0.5331081509216584
Sweden,2015,Europe,Nuclear energy,0.5242051843317966
Switzerland,2015,Europe,Nuclear energy,0.21636808755760348
Turkey,2015,Europe,Nuclear energy,0.0
Ukraine,2015,Europe,Nuclear energy,0.8151972983870959
United Kingdom,2015,Europe,Nuclear energy,0.6544182992374863
Other Europe,2015,Europe,Nuclear energy,0.0
Azerbaijan,2015,CIS,Nuclear energy,0.0
Belarus,2015,CIS,Nuclear energy,0.0
Kazakhstan,2015,CIS,Nuclear energy,0.0
Russian Federation,2015,CIS,Nuclear energy,1.818458472148616
Turkmenistan,2015,CIS,Nuclear energy,0.0
USSR,2015,CIS,Nuclear energy,0.0
Uzbekistan,2015,CIS,Nuclear energy,0.0
Other CIS,2015,CIS,Nuclear energy,0.0259339602534562
Iran,2015,Middle East,Nuclear energy,0.03251717156455386
Iraq,2015,Middle East,Nuclear energy,0.0
Israel,2015,Middle East,Nuclear energy,0.0
Kuwait,2015,Middle East,Nuclear energy,0.0
Oman,2015,Middle East,Nuclear energy,0.0
Qatar,2015,Middle East,Nuclear energy,0.0
Saudi Arabia,2015,Middle East,Nuclear energy,0.0
United Arab Emirates,2015,Middle East,Nuclear energy,0.0
Other Middle East,2015,Middle East,Nuclear energy,0.0
Algeria,2015,Africa,Nuclear energy,0.0
Egypt,2015,Africa,Nuclear energy,0.0
Morocco,2015,Africa,Nuclear energy,0.0
South Africa,2015,Africa,Nuclear energy,0.11384075460829485
Eastern Africa,2015,Africa,Nuclear energy,0.0
Middle Africa,2015,Africa,Nuclear energy,0.0
Western Africa,2015,Africa,Nuclear energy,0.0
Other Northern Africa,2015,Africa,Nuclear energy,0.0
Other Southern Africa,2015,Africa,Nuclear energy,0.0
Australia,2015,Asia Pacific,Nuclear energy,0.0
Bangladesh,2015,Asia Pacific,Nuclear energy,0.0
China,2015,Asia Pacific,Nuclear energy,1.5943304187788
China Hong Kong SAR,2015,Asia Pacific,Nuclear energy,0.0
India,2015,Asia Pacific,Nuclear energy,0.3563746820276494
Indonesia,2015,Asia Pacific,Nuclear energy,0.0
Japan,2015,Asia Pacific,Nuclear energy,0.04209052816820272
Malaysia,2015,Asia Pacific,Nuclear energy,0.0
New Zealand,2015,Asia Pacific,Nuclear energy,0.0
Pakistan,2015,Asia Pacific,Nuclear energy,0.040050211911461284
Philippines,2015,Asia Pacific,Nuclear energy,0.0
Singapore,2015,Asia Pacific,Nuclear energy,0.0
South Korea,2015,Asia Pacific,Nuclear energy,1.5327839967741919
Sri Lanka,2015,Asia Pacific,Nuclear energy,0.0
Taiwan,2015,Asia Pacific,Nuclear energy,0.3392906668721195
Thailand,2015,Asia Pacific,Nuclear energy,0.0
Vietnam,2015,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2015,Asia Pacific,Nuclear energy,0.0
Canada,2016,North America,Nuclear energy,0.9314855720557348
Mexico,2016,North America,Nuclear energy,0.09772467884717112
US,2016,North America,Nuclear energy,7.84317452719984
Argentina,2016,S. & Cent. America,Nuclear energy,0.07661924985684282
Brazil,2016,S. & Cent. America,Nuclear energy,0.14671262658329742
Chile,2016,S. & Cent. America,Nuclear energy,0.0
Colombia,2016,S. & Cent. America,Nuclear energy,0.0
Ecuador,2016,S. & Cent. America,Nuclear energy,0.0
Peru,2016,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2016,S. & Cent. America,Nuclear energy,0.0
Venezuela,2016,S. & Cent. America,Nuclear energy,0.0
Central America,2016,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2016,S. & Cent. America,Nuclear energy,0.0
Other South America,2016,S. & Cent. America,Nuclear energy,0.0
Austria,2016,Europe,Nuclear energy,0.0
Belgium,2016,Europe,Nuclear energy,0.4024984443596103
Bulgaria,2016,Europe,Nuclear energy,0.14589417700897106
Croatia,2016,Europe,Nuclear energy,0.0
Cyprus,2016,Europe,Nuclear energy,0.0
Czech Republic,2016,Europe,Nuclear energy,0.22291439015079195
Denmark,2016,Europe,Nuclear energy,0.0
Estonia,2016,Europe,Nuclear energy,0.0
Finland,2016,Europe,Nuclear energy,0.2168887192212252
France,2016,Europe,Nuclear energy,3.72873088430998
Germany,2016,Europe,Nuclear energy,0.7826942328679127
Greece,2016,Europe,Nuclear energy,0.0
Hungary,2016,Europe,Nuclear energy,0.14846577242794404
Iceland,2016,Europe,Nuclear energy,0.0
Ireland,2016,Europe,Nuclear energy,0.0
Italy,2016,Europe,Nuclear energy,0.0
Latvia,2016,Europe,Nuclear energy,0.0
Lithuania,2016,Europe,Nuclear energy,0.0
Luxembourg,2016,Europe,Nuclear energy,0.0
Netherlands,2016,Europe,Nuclear energy,0.036624445333078785
North Macedonia,2016,Europe,Nuclear energy,0.0
Norway,2016,Europe,Nuclear energy,0.0
Poland,2016,Europe,Nuclear energy,0.0
Portugal,2016,Europe,Nuclear energy,0.0
Romania,2016,Europe,Nuclear energy,0.10437234205000942
Slovakia,2016,Europe,Nuclear energy,0.1366291849589615
Slovenia,2016,Europe,Nuclear energy,0.05285202328688676
Spain,2016,Europe,Nuclear energy,0.5421051039496385
Sweden,2016,Europe,Nuclear energy,0.5835547719030343
Switzerland,2016,Europe,Nuclear energy,0.1969812941401028
Turkey,2016,Europe,Nuclear energy,0.0
Ukraine,2016,Europe,Nuclear energy,0.7486213972132079
United Kingdom,2016,Europe,Nuclear energy,0.6633190692888602
Other Europe,2016,Europe,Nuclear energy,0.0
Azerbaijan,2016,CIS,Nuclear energy,0.0
Belarus,2016,CIS,Nuclear energy,0.0
Kazakhstan,2016,CIS,Nuclear energy,0.0
Russian Federation,2016,CIS,Nuclear energy,1.8182796153464384
Turkmenistan,2016,CIS,Nuclear energy,0.0
USSR,2016,CIS,Nuclear energy,0.0
Uzbekistan,2016,CIS,Nuclear energy,0.0
Other CIS,2016,CIS,Nuclear energy,0.022014740408474873
Iran,2016,Middle East,Nuclear energy,0.05987384371313504
Iraq,2016,Middle East,Nuclear energy,0.0
Israel,2016,Middle East,Nuclear energy,0.0
Kuwait,2016,Middle East,Nuclear energy,0.0
Oman,2016,Middle East,Nuclear energy,0.0
Qatar,2016,Middle East,Nuclear energy,0.0
Saudi Arabia,2016,Middle East,Nuclear energy,0.0
United Arab Emirates,2016,Middle East,Nuclear energy,0.0
Other Middle East,2016,Middle East,Nuclear energy,0.0
Algeria,2016,Africa,Nuclear energy,0.0
Egypt,2016,Africa,Nuclear energy,0.0
Morocco,2016,Africa,Nuclear energy,0.0
South Africa,2016,Africa,Nuclear energy,0.13895966787554864
Eastern Africa,2016,Africa,Nuclear energy,0.0
Middle Africa,2016,Africa,Nuclear energy,0.0
Western Africa,2016,Africa,Nuclear energy,0.0
Other Northern Africa,2016,Africa,Nuclear energy,0.0
Other Southern Africa,2016,Africa,Nuclear energy,0.0
Australia,2016,Asia Pacific,Nuclear energy,0.0
Bangladesh,2016,Asia Pacific,Nuclear energy,0.0
China,2016,Asia Pacific,Nuclear energy,1.971463330215688
China Hong Kong SAR,2016,Asia Pacific,Nuclear energy,0.0
India,2016,Asia Pacific,Nuclear energy,0.35047466730291993
Indonesia,2016,Asia Pacific,Nuclear energy,0.0
Japan,2016,Asia Pacific,Nuclear energy,0.16348861093720155
Malaysia,2016,Asia Pacific,Nuclear energy,0.0
New Zealand,2016,Asia Pacific,Nuclear energy,0.0
Pakistan,2016,Asia Pacific,Nuclear energy,0.04892348945021882
Philippines,2016,Asia Pacific,Nuclear energy,0.0
Singapore,2016,Asia Pacific,Nuclear energy,0.0
South Korea,2016,Asia Pacific,Nuclear energy,1.4981223112807769
Sri Lanka,2016,Asia Pacific,Nuclear energy,0.0
Taiwan,2016,Asia Pacific,Nuclear energy,0.2928026375205188
Thailand,2016,Asia Pacific,Nuclear energy,0.0
Vietnam,2016,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2016,Asia Pacific,Nuclear energy,0.0
Canada,2017,North America,Nuclear energy,0.9248227935483868
Mexico,2017,North America,Nuclear energy,0.10005211612916126
US,2017,North America,Nuclear energy,7.789835177419352
Argentina,2017,S. & Cent. America,Nuclear energy,0.05597032258064516
Brazil,2017,S. & Cent. America,Nuclear energy,0.1446990640262501
Chile,2017,S. & Cent. America,Nuclear energy,0.0
Colombia,2017,S. & Cent. America,Nuclear energy,0.0
Ecuador,2017,S. & Cent. America,Nuclear energy,0.0
Peru,2017,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2017,S. & Cent. America,Nuclear energy,0.0
Venezuela,2017,S. & Cent. America,Nuclear energy,0.0
Central America,2017,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2017,S. & Cent. America,Nuclear energy,0.0
Other South America,2017,S. & Cent. America,Nuclear energy,0.0
Austria,2017,Europe,Nuclear energy,0.0
Belgium,2017,Europe,Nuclear energy,0.3882141290322594
Bulgaria,2017,Europe,Nuclear energy,0.1429182972580645
Croatia,2017,Europe,Nuclear energy,0.0
Cyprus,2017,Europe,Nuclear energy,0.0
Czech Republic,2017,Europe,Nuclear energy,0.2605414838709677
Denmark,2017,Europe,Nuclear energy,0.0
Estonia,2017,Europe,Nuclear energy,0.0
Finland,2017,Europe,Nuclear energy,0.2087806451612903
France,2017,Europe,Nuclear energy,3.6623339279032248
Germany,2017,Europe,Nuclear energy,0.701692074629032
Greece,2017,Europe,Nuclear energy,0.0
Hungary,2017,Europe,Nuclear energy,0.14799402774193546
Iceland,2017,Europe,Nuclear energy,0.0
Ireland,2017,Europe,Nuclear energy,0.0
Italy,2017,Europe,Nuclear energy,0.0
Latvia,2017,Europe,Nuclear energy,0.0
Lithuania,2017,Europe,Nuclear energy,0.0
Luxembourg,2017,Europe,Nuclear energy,0.0
Netherlands,2017,Europe,Nuclear energy,0.031280846129032265
North Macedonia,2017,Europe,Nuclear energy,0.0
Norway,2017,Europe,Nuclear energy,0.0
Poland,2017,Europe,Nuclear energy,0.0
Portugal,2017,Europe,Nuclear energy,0.0
Romania,2017,Europe,Nuclear energy,0.10580854838709676
Slovakia,2017,Europe,Nuclear energy,0.13864790322580642
Slovenia,2017,Europe,Nuclear energy,0.057783952258064514
Spain,2017,Europe,Nuclear energy,0.5342557035967741
Sweden,2017,Europe,Nuclear energy,0.6039793548387095
Switzerland,2017,Europe,Nuclear energy,0.18869999999999992
Turkey,2017,Europe,Nuclear energy,0.0
Ukraine,2017,Europe,Nuclear energy,0.7867489354838708
United Kingdom,2017,Europe,Nuclear energy,0.6466413382704351
Other Europe,2017,Europe,Nuclear energy,0.0
Azerbaijan,2017,CIS,Nuclear energy,0.0
Belarus,2017,CIS,Nuclear energy,0.0
Kazakhstan,2017,CIS,Nuclear energy,0.0
Russian Federation,2017,CIS,Nuclear energy,1.8675866129032257
Turkmenistan,2017,CIS,Nuclear energy,0.0
USSR,2017,CIS,Nuclear energy,0.0
Uzbekistan,2017,CIS,Nuclear energy,0.0
Other CIS,2017,CIS,Nuclear energy,0.024083419354838702
Iran,2017,Middle East,Nuclear energy,0.0639650925436277
Iraq,2017,Middle East,Nuclear energy,0.0
Israel,2017,Middle East,Nuclear energy,0.0
Kuwait,2017,Middle East,Nuclear energy,0.0
Oman,2017,Middle East,Nuclear energy,0.0
Qatar,2017,Middle East,Nuclear energy,0.0
Saudi Arabia,2017,Middle East,Nuclear energy,0.0
United Arab Emirates,2017,Middle East,Nuclear energy,0.0
Other Middle East,2017,Middle East,Nuclear energy,0.0
Algeria,2017,Africa,Nuclear energy,0.0
Egypt,2017,Africa,Nuclear energy,0.0
Morocco,2017,Africa,Nuclear energy,0.0
South Africa,2017,Africa,Nuclear energy,0.1304840322580645
Eastern Africa,2017,Africa,Nuclear energy,0.0
Middle Africa,2017,Africa,Nuclear energy,0.0
Western Africa,2017,Africa,Nuclear energy,0.0
Other Northern Africa,2017,Africa,Nuclear energy,0.0
Other Southern Africa,2017,Africa,Nuclear energy,0.0
Australia,2017,Asia Pacific,Nuclear energy,0.0
Bangladesh,2017,Asia Pacific,Nuclear energy,0.0
China,2017,Asia Pacific,Nuclear energy,2.280919354838709
China Hong Kong SAR,2017,Asia Pacific,Nuclear energy,0.0
India,2017,Asia Pacific,Nuclear energy,0.3439715564516129
Indonesia,2017,Asia Pacific,Nuclear energy,0.0
Japan,2017,Asia Pacific,Nuclear energy,0.2672879422741936
Malaysia,2017,Asia Pacific,Nuclear energy,0.0
New Zealand,2017,Asia Pacific,Nuclear energy,0.0
Pakistan,2017,Asia Pacific,Nuclear energy,0.0746237521542144
Philippines,2017,Asia Pacific,Nuclear energy,0.0
Singapore,2017,Asia Pacific,Nuclear energy,0.0
South Korea,2017,Asia Pacific,Nuclear energy,1.3645682782258066
Sri Lanka,2017,Asia Pacific,Nuclear energy,0.0
Taiwan,2017,Asia Pacific,Nuclear energy,0.20635407348387091
Thailand,2017,Asia Pacific,Nuclear energy,0.0
Vietnam,2017,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2017,Asia Pacific,Nuclear energy,0.0
Canada,2018,North America,Nuclear energy,0.9142632325976232
Mexico,2018,North America,Nuclear energy,0.12388866481989246
US,2018,North America,Nuclear energy,7.7648195297113745
Argentina,2018,S. & Cent. America,Nuclear energy,0.06280860215053763
Brazil,2018,S. & Cent. America,Nuclear energy,0.1432559566528928
Chile,2018,S. & Cent. America,Nuclear energy,0.0
Colombia,2018,S. & Cent. America,Nuclear energy,0.0
Ecuador,2018,S. & Cent. America,Nuclear energy,0.0
Peru,2018,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2018,S. & Cent. America,Nuclear energy,0.0
Venezuela,2018,S. & Cent. America,Nuclear energy,0.0
Central America,2018,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2018,S. & Cent. America,Nuclear energy,0.0
Other South America,2018,S. & Cent. America,Nuclear energy,0.0
Austria,2018,Europe,Nuclear energy,0.0
Belgium,2018,Europe,Nuclear energy,0.2613704301075268
Bulgaria,2018,Europe,Nuclear energy,0.14738160053763438
Croatia,2018,Europe,Nuclear energy,0.0
Cyprus,2018,Europe,Nuclear energy,0.0
Czech Republic,2018,Europe,Nuclear energy,0.2734742473118279
Denmark,2018,Europe,Nuclear energy,0.0
Estonia,2018,Europe,Nuclear energy,0.0
Finland,2018,Europe,Nuclear energy,0.21051329937747587
France,2018,Europe,Nuclear energy,3.7741993569892456
Germany,2018,Europe,Nuclear energy,0.6946675451612903
Greece,2018,Europe,Nuclear energy,0.0
Hungary,2018,Europe,Nuclear energy,0.14379623655913978
Iceland,2018,Europe,Nuclear energy,0.0
Ireland,2018,Europe,Nuclear energy,0.0
Italy,2018,Europe,Nuclear energy,0.0
Latvia,2018,Europe,Nuclear energy,0.0
Lithuania,2018,Europe,Nuclear energy,0.0
Luxembourg,2018,Europe,Nuclear energy,0.0
Netherlands,2018,Europe,Nuclear energy,0.03212424193548387
North Macedonia,2018,Europe,Nuclear energy,0.0
Norway,2018,Europe,Nuclear energy,0.0
Poland,2018,Europe,Nuclear energy,0.0
Portugal,2018,Europe,Nuclear energy,0.0
Romania,2018,Europe,Nuclear energy,0.10398333333333333
Slovakia,2018,Europe,Nuclear energy,0.13566182795698922
Slovenia,2018,Europe,Nuclear energy,0.05279541021505376
Spain,2018,Europe,Nuclear energy,0.5096892473118279
Sweden,2018,Europe,Nuclear energy,0.6265231182795697
Switzerland,2018,Europe,Nuclear energy,0.22313870967741933
Turkey,2018,Europe,Nuclear energy,0.0
Ukraine,2018,Europe,Nuclear energy,0.7713804838709675
United Kingdom,2018,Europe,Nuclear energy,0.594669586917069
Other Europe,2018,Europe,Nuclear energy,0.0
Azerbaijan,2018,CIS,Nuclear energy,0.0
Belarus,2018,CIS,Nuclear energy,0.0
Kazakhstan,2018,CIS,Nuclear energy,0.0
Russian Federation,2018,CIS,Nuclear energy,1.8698268010752683
Turkmenistan,2018,CIS,Nuclear energy,0.0
USSR,2018,CIS,Nuclear energy,0.0
Uzbekistan,2018,CIS,Nuclear energy,0.0
Other CIS,2018,CIS,Nuclear energy,0.018975107526881717
Iran,2018,Middle East,Nuclear energy,0.06293086550326105
Iraq,2018,Middle East,Nuclear energy,0.0
Israel,2018,Middle East,Nuclear energy,0.0
Kuwait,2018,Middle East,Nuclear energy,0.0
Oman,2018,Middle East,Nuclear energy,0.0
Qatar,2018,Middle East,Nuclear energy,0.0
Saudi Arabia,2018,Middle East,Nuclear energy,0.0
United Arab Emirates,2018,Middle East,Nuclear energy,0.0
Other Middle East,2018,Middle East,Nuclear energy,0.0
Algeria,2018,Africa,Nuclear energy,0.0
Egypt,2018,Africa,Nuclear energy,0.0
Morocco,2018,Africa,Nuclear energy,0.0
South Africa,2018,Africa,Nuclear energy,0.10583870967741932
Eastern Africa,2018,Africa,Nuclear energy,0.0
Middle Africa,2018,Africa,Nuclear energy,0.0
Western Africa,2018,Africa,Nuclear energy,0.0
Other Northern Africa,2018,Africa,Nuclear energy,0.0
Other Southern Africa,2018,Africa,Nuclear energy,0.0
Australia,2018,Asia Pacific,Nuclear energy,0.0
Bangladesh,2018,Asia Pacific,Nuclear energy,0.0
China,2018,Asia Pacific,Nuclear energy,2.696236559139784
China Hong Kong SAR,2018,Asia Pacific,Nuclear energy,0.0
India,2018,Asia Pacific,Nuclear energy,0.3569149999999999
Indonesia,2018,Asia Pacific,Nuclear energy,0.0
Japan,2018,Asia Pacific,Nuclear energy,0.4488206943010753
Malaysia,2018,Asia Pacific,Nuclear energy,0.0
New Zealand,2018,Asia Pacific,Nuclear energy,0.0
Pakistan,2018,Asia Pacific,Nuclear energy,0.08452875828739634
Philippines,2018,Asia Pacific,Nuclear energy,0.0
Singapore,2018,Asia Pacific,Nuclear energy,0.0
South Korea,2018,Asia Pacific,Nuclear energy,1.2202093747311824
Sri Lanka,2018,Asia Pacific,Nuclear energy,0.0
Taiwan,2018,Asia Pacific,Nuclear energy,0.2529738211827956
Thailand,2018,Asia Pacific,Nuclear energy,0.0
Vietnam,2018,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2018,Asia Pacific,Nuclear energy,0.0
Canada,2019,North America,Nuclear energy,0.9151066285014514
Mexico,2019,North America,Nuclear energy,0.10189555927049107
US,2019,North America,Nuclear energy,7.758474422663017
Argentina,2019,S. & Cent. America,Nuclear energy,0.07688268777558993
