Country,Year,Region,Type,Energy consumption (in Exajoules)
Brazil,2019,S. & Cent. America,Nuclear energy,0.1468704682002507
Chile,2019,S. & Cent. America,Nuclear energy,0.0
Colombia,2019,S. & Cent. America,Nuclear energy,0.0
Ecuador,2019,S. & Cent. America,Nuclear energy,0.0
Peru,2019,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2019,S. & Cent. America,Nuclear energy,0.0
Venezuela,2019,S. & Cent. America,Nuclear energy,0.0
Central America,2019,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2019,S. & Cent. America,Nuclear energy,0.0
Other South America,2019,S. & Cent. America,Nuclear energy,0.0
Austria,2019,Europe,Nuclear energy,0.0
Belgium,2019,Europe,Nuclear energy,0.3963296635875492
Bulgaria,2019,Europe,Nuclear energy,0.150753992766934
Croatia,2019,Europe,Nuclear energy,0.0
Cyprus,2019,Europe,Nuclear energy,0.0
Czech Republic,2019,Europe,Nuclear energy,0.2754245115477968
Denmark,2019,Europe,Nuclear energy,0.0
Estonia,2019,Europe,Nuclear energy,0.0
Finland,2019,Europe,Nuclear energy,0.219648390180298
France,2019,Europe,Nuclear energy,3.633434000019383
Germany,2019,Europe,Nuclear energy,0.6836051638417181
Greece,2019,Europe,Nuclear energy,0.0
Hungary,2019,Europe,Nuclear energy,0.1483199358627039
Iceland,2019,Europe,Nuclear energy,0.0
Ireland,2019,Europe,Nuclear energy,0.0
Italy,2019,Europe,Nuclear energy,0.0
Latvia,2019,Europe,Nuclear energy,0.0
Lithuania,2019,Europe,Nuclear energy,0.0
Luxembourg,2019,Europe,Nuclear energy,0.0
Netherlands,2019,Europe,Nuclear energy,0.03560250322933047
North Macedonia,2019,Europe,Nuclear energy,0.0
Norway,2019,Europe,Nuclear energy,0.0
Poland,2019,Europe,Nuclear energy,0.0
Portugal,2019,Europe,Nuclear energy,0.0
Romania,2019,Europe,Nuclear energy,0.10271665499332636
Slovakia,2019,Europe,Nuclear energy,0.13915921290851185
Slovenia,2019,Europe,Nuclear energy,0.05300887851180328
Spain,2019,Europe,Nuclear energy,0.5306771238079229
Sweden,2019,Europe,Nuclear energy,0.6021854959848114
Switzerland,2019,Europe,Nuclear energy,0.23020186509142646
Turkey,2019,Europe,Nuclear energy,0.0
Ukraine,2019,Europe,Nuclear energy,0.7558297605863981
United Kingdom,2019,Europe,Nuclear energy,0.5116157507654957
Other Europe,2019,Europe,Nuclear energy,0.0
Azerbaijan,2019,CIS,Nuclear energy,0.0
Belarus,2019,CIS,Nuclear energy,0.0
Kazakhstan,2019,CIS,Nuclear energy,0.0
Russian Federation,2019,CIS,Nuclear energy,1.9030415748173013
Turkmenistan,2019,CIS,Nuclear energy,0.0
USSR,2019,CIS,Nuclear energy,0.0
Uzbekistan,2019,CIS,Nuclear energy,0.0
Other CIS,2019,CIS,Nuclear energy,0.020013356768114603
Iran,2019,Middle East,Nuclear energy,0.058375786216138065
Iraq,2019,Middle East,Nuclear energy,0.0
Israel,2019,Middle East,Nuclear energy,0.0
Kuwait,2019,Middle East,Nuclear energy,0.0
Oman,2019,Middle East,Nuclear energy,0.0
Qatar,2019,Middle East,Nuclear energy,0.0
Saudi Arabia,2019,Middle East,Nuclear energy,0.0
United Arab Emirates,2019,Middle East,Nuclear energy,0.0
Other Middle East,2019,Middle East,Nuclear energy,0.0
Algeria,2019,Africa,Nuclear energy,0.0
Egypt,2019,Africa,Nuclear energy,0.0
Morocco,2019,Africa,Nuclear energy,0.0
South Africa,2019,Africa,Nuclear energy,0.12380635117812633
Eastern Africa,2019,Africa,Nuclear energy,0.0
Middle Africa,2019,Africa,Nuclear energy,0.0
Western Africa,2019,Africa,Nuclear energy,0.0
Other Northern Africa,2019,Africa,Nuclear energy,0.0
Other Southern Africa,2019,Africa,Nuclear energy,0.0
Australia,2019,Asia Pacific,Nuclear energy,0.0
Bangladesh,2019,Asia Pacific,Nuclear energy,0.0
China,2019,Asia Pacific,Nuclear energy,3.1752923400862496
China Hong Kong SAR,2019,Asia Pacific,Nuclear energy,0.0
India,2019,Asia Pacific,Nuclear energy,0.4112571800205273
Indonesia,2019,Asia Pacific,Nuclear energy,0.0
Japan,2019,Asia Pacific,Nuclear energy,0.5976883832605181
Malaysia,2019,Asia Pacific,Nuclear energy,0.0
New Zealand,2019,Asia Pacific,Nuclear energy,0.0
Pakistan,2019,Asia Pacific,Nuclear energy,0.08361813455337146
Philippines,2019,Asia Pacific,Nuclear energy,0.0
Singapore,2019,Asia Pacific,Nuclear energy,0.0
South Korea,2019,Asia Pacific,Nuclear energy,1.3286660621444302
Sri Lanka,2019,Asia Pacific,Nuclear energy,0.0
Taiwan,2019,Asia Pacific,Nuclear energy,0.2943399656865466
Thailand,2019,Asia Pacific,Nuclear energy,0.0
Vietnam,2019,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2019,Asia Pacific,Nuclear energy,0.0
Canada,2020,North America,Nuclear energy,0.8846962674742151
Mexico,2020,North America,Nuclear energy,0.10141332724090407
US,2020,North America,Nuclear energy,7.543455808154486
Argentina,2020,S. & Cent. America,Nuclear energy,0.09673628616071804
Brazil,2020,S. & Cent. America,Nuclear energy,0.12749410110533402
Chile,2020,S. & Cent. America,Nuclear energy,0.0
Colombia,2020,S. & Cent. America,Nuclear energy,0.0
Ecuador,2020,S. & Cent. America,Nuclear energy,0.0
Peru,2020,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2020,S. & Cent. America,Nuclear energy,0.0
Venezuela,2020,S. & Cent. America,Nuclear energy,0.0
Central America,2020,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2020,S. & Cent. America,Nuclear energy,0.0
Other South America,2020,S. & Cent. America,Nuclear energy,0.0
Austria,2020,Europe,Nuclear energy,0.0
Belgium,2020,Europe,Nuclear energy,0.3124134818520968
Bulgaria,2020,Europe,Nuclear energy,0.15083950585034014
Croatia,2020,Europe,Nuclear energy,0.0
Cyprus,2020,Europe,Nuclear energy,0.0
Czech Republic,2020,Europe,Nuclear energy,0.2725719102918586
Denmark,2020,Europe,Nuclear energy,0.0
Estonia,2020,Europe,Nuclear energy,0.0
Finland,2020,Europe,Nuclear energy,0.2134838885231512
France,2020,Europe,Nuclear energy,3.210196632268598
Germany,2020,Europe,Nuclear energy,0.5841180209716919
Greece,2020,Europe,Nuclear energy,0.0
Hungary,2020,Europe,Nuclear energy,0.14566116304586346
Iceland,2020,Europe,Nuclear energy,0.0
Ireland,2020,Europe,Nuclear energy,0.0
Italy,2020,Europe,Nuclear energy,0.0
Latvia,2020,Europe,Nuclear energy,0.0
Lithuania,2020,Europe,Nuclear energy,0.0
Luxembourg,2020,Europe,Nuclear energy,0.0
Netherlands,2020,Europe,Nuclear energy,0.03708315467895545
North Macedonia,2020,Europe,Nuclear energy,0.0
Norway,2020,Europe,Nuclear energy,0.0
Poland,2020,Europe,Nuclear energy,0.0
Portugal,2020,Europe,Nuclear energy,0.0
Romania,2020,Europe,Nuclear energy,0.1040268387096774
Slovakia,2020,Europe,Nuclear energy,0.1401177827518104
Slovenia,2020,Europe,Nuclear energy,0.057636330371735774
Spain,2020,Europe,Nuclear energy,0.528929469514154
Sweden,2020,Europe,Nuclear energy,0.4463555216150976
Switzerland,2020,Europe,Nuclear energy,0.2085798902786921
Turkey,2020,Europe,Nuclear energy,0.0
Ukraine,2020,Europe,Nuclear energy,0.6913593216589861
United Kingdom,2020,Europe,Nuclear energy,0.4561566897520298
Other Europe,2020,Europe,Nuclear energy,0.0
Azerbaijan,2020,CIS,Nuclear energy,0.0
Belarus,2020,CIS,Nuclear energy,0.003066550800965547
Kazakhstan,2020,CIS,Nuclear energy,0.0
Russian Federation,2020,CIS,Nuclear energy,1.9589115629405311
Turkmenistan,2020,CIS,Nuclear energy,0.0
USSR,2020,CIS,Nuclear energy,0.0
Uzbekistan,2020,CIS,Nuclear energy,0.0
Other CIS,2020,CIS,Nuclear energy,0.02500690524467852
Iran,2020,Middle East,Nuclear energy,0.05743245992294326
Iraq,2020,Middle East,Nuclear energy,0.0
Israel,2020,Middle East,Nuclear energy,0.0
Kuwait,2020,Middle East,Nuclear energy,0.0
Oman,2020,Middle East,Nuclear energy,0.0
Qatar,2020,Middle East,Nuclear energy,0.0
Saudi Arabia,2020,Middle East,Nuclear energy,0.0
United Arab Emirates,2020,Middle East,Nuclear energy,0.014732071334349785
Other Middle East,2020,Middle East,Nuclear energy,0.0
Algeria,2020,Africa,Nuclear energy,0.0
Egypt,2020,Africa,Nuclear energy,0.0
Morocco,2020,Africa,Nuclear energy,0.0
South Africa,2020,Africa,Nuclear energy,0.1265584902348036
Eastern Africa,2020,Africa,Nuclear energy,0.0
Middle Africa,2020,Africa,Nuclear energy,0.0
Western Africa,2020,Africa,Nuclear energy,0.0
Other Northern Africa,2020,Africa,Nuclear energy,0.0
Other Southern Africa,2020,Africa,Nuclear energy,0.0
Australia,2020,Asia Pacific,Nuclear energy,0.0
Bangladesh,2020,Asia Pacific,Nuclear energy,0.0
China,2020,Asia Pacific,Nuclear energy,3.3223991222295375
China Hong Kong SAR,2020,Asia Pacific,Nuclear energy,0.0
India,2020,Asia Pacific,Nuclear energy,0.4047587579899056
Indonesia,2020,Asia Pacific,Nuclear energy,0.0
Japan,2020,Asia Pacific,Nuclear energy,0.3901188739640569
Malaysia,2020,Asia Pacific,Nuclear energy,0.0
New Zealand,2020,Asia Pacific,Nuclear energy,0.0
Pakistan,2020,Asia Pacific,Nuclear energy,0.08664142407242115
Philippines,2020,Asia Pacific,Nuclear energy,0.0
Singapore,2020,Asia Pacific,Nuclear energy,0.0
South Korea,2020,Asia Pacific,Nuclear energy,1.453288517929827
Sri Lanka,2020,Asia Pacific,Nuclear energy,0.0
Taiwan,2020,Asia Pacific,Nuclear energy,0.2852458833707088
Thailand,2020,Asia Pacific,Nuclear energy,0.0
Vietnam,2020,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2020,Asia Pacific,Nuclear energy,0.0
Canada,2021,North America,Nuclear energy,0.8312679446744424
Mexico,2021,North America,Nuclear energy,0.10777795243839833
US,2021,North America,Nuclear energy,7.404258501795031
Argentina,2021,S. & Cent. America,Nuclear energy,0.0979112484019952
Brazil,2021,S. & Cent. America,Nuclear energy,0.13292108201699365
Chile,2021,S. & Cent. America,Nuclear energy,0.0
Colombia,2021,S. & Cent. America,Nuclear energy,0.0
Ecuador,2021,S. & Cent. America,Nuclear energy,0.0
Peru,2021,S. & Cent. America,Nuclear energy,0.0
Trinidad & Tobago,2021,S. & Cent. America,Nuclear energy,0.0
Venezuela,2021,S. & Cent. America,Nuclear energy,0.0
Central America,2021,S. & Cent. America,Nuclear energy,0.0
Other Caribbean,2021,S. & Cent. America,Nuclear energy,0.0
Other South America,2021,S. & Cent. America,Nuclear energy,0.0
Austria,2021,Europe,Nuclear energy,0.0
Belgium,2021,Europe,Nuclear energy,0.4571964577308333
Bulgaria,2021,Europe,Nuclear energy,0.1489886223977996
Croatia,2021,Europe,Nuclear energy,0.0
Cyprus,2021,Europe,Nuclear energy,0.0
Czech Republic,2021,Europe,Nuclear energy,0.27779233660652325
Denmark,2021,Europe,Nuclear energy,0.0
Estonia,2021,Europe,Nuclear energy,0.0
Finland,2021,Europe,Nuclear energy,0.21550951300248808
France,2021,Europe,Nuclear energy,3.4292096307284643
Germany,2021,Europe,Nuclear energy,0.6237206312558212
Greece,2021,Europe,Nuclear energy,0.0
Hungary,2021,Europe,Nuclear energy,0.144542420198787
Iceland,2021,Europe,Nuclear energy,0.0
Ireland,2021,Europe,Nuclear energy,0.0
Italy,2021,Europe,Nuclear energy,0.0
Latvia,2021,Europe,Nuclear energy,0.0
Lithuania,2021,Europe,Nuclear energy,0.0
Luxembourg,2021,Europe,Nuclear energy,0.0
Netherlands,2021,Europe,Nuclear energy,0.034586235361057587
North Macedonia,2021,Europe,Nuclear energy,0.0
Norway,2021,Europe,Nuclear energy,0.0
Poland,2021,Europe,Nuclear energy,0.0
Portugal,2021,Europe,Nuclear energy,0.0
Romania,2021,Europe,Nuclear energy,0.102000921783923
Slovakia,2021,Europe,Nuclear energy,0.1426239089176932
Slovenia,2021,Europe,Nuclear energy,0.05157855048341181
Spain,2021,Europe,Nuclear energy,0.5107670742274929
Sweden,2021,Europe,Nuclear energy,0.4798490508910032
Switzerland,2021,Europe,Nuclear energy,0.1675006274952227
Turkey,2021,Europe,Nuclear energy,0.0
Ukraine,2021,Europe,Nuclear energy,0.7792486531166141
United Kingdom,2021,Europe,Nuclear energy,0.4146160297699476
Other Europe,2021,Europe,Nuclear energy,0.0
Azerbaijan,2021,CIS,Nuclear energy,0.0
Belarus,2021,CIS,Nuclear energy,0.052247902154473135
Kazakhstan,2021,CIS,Nuclear energy,0.0
Russian Federation,2021,CIS,Nuclear energy,2.010293627884401
Turkmenistan,2021,CIS,Nuclear energy,0.0
USSR,2021,CIS,Nuclear energy,0.0
Uzbekistan,2021,CIS,Nuclear energy,0.0
Other CIS,2021,CIS,Nuclear energy,0.018064395789878743
Iran,2021,Middle East,Nuclear energy,0.03196865844816504
Iraq,2021,Middle East,Nuclear energy,0.0
Israel,2021,Middle East,Nuclear energy,0.0
Kuwait,2021,Middle East,Nuclear energy,0.0
Oman,2021,Middle East,Nuclear energy,0.0
Qatar,2021,Middle East,Nuclear energy,0.0
Saudi Arabia,2021,Middle East,Nuclear energy,0.0
United Arab Emirates,2021,Middle East,Nuclear energy,0.09531389464436253
Other Middle East,2021,Middle East,Nuclear energy,0.0
Algeria,2021,Africa,Nuclear energy,0.0
Egypt,2021,Africa,Nuclear energy,0.0
Morocco,2021,Africa,Nuclear energy,0.0
South Africa,2021,Africa,Nuclear energy,0.094228915504598
Eastern Africa,2021,Africa,Nuclear energy,0.0
Middle Africa,2021,Africa,Nuclear energy,0.0
Western Africa,2021,Africa,Nuclear energy,0.0
Other Northern Africa,2021,Africa,Nuclear energy,0.0
Other Southern Africa,2021,Africa,Nuclear energy,0.0
Australia,2021,Asia Pacific,Nuclear energy,0.0
Bangladesh,2021,Asia Pacific,Nuclear energy,0.0
China,2021,Asia Pacific,Nuclear energy,3.6835674961847418
China Hong Kong SAR,2021,Asia Pacific,Nuclear energy,0.0
India,2021,Asia Pacific,Nuclear energy,0.3969932101081391
Indonesia,2021,Asia Pacific,Nuclear energy,0.0
Japan,2021,Asia Pacific,Nuclear energy,0.5534177111861854
Malaysia,2021,Asia Pacific,Nuclear energy,0.0
New Zealand,2021,Asia Pacific,Nuclear energy,0.0
Pakistan,2021,Asia Pacific,Nuclear energy,0.14330519746398118
Philippines,2021,Asia Pacific,Nuclear energy,0.0
Singapore,2021,Asia Pacific,Nuclear energy,0.0
South Korea,2021,Asia Pacific,Nuclear energy,1.4283675217917935
Sri Lanka,2021,Asia Pacific,Nuclear energy,0.0
Taiwan,2021,Asia Pacific,Nuclear energy,0.25118719138987344
Thailand,2021,Asia Pacific,Nuclear energy,0.0
Vietnam,2021,Asia Pacific,Nuclear energy,0.0
Other Asia Pacific,2021,Asia Pacific,Nuclear energy,0.0
Canada,1965,North America,Oil,2.31414467
Mexico,1965,North America,Oil,0.642413923
US,1965,North America,Oil,23.092117492776502
Argentina,1965,S. & Cent. America,Oil,0.9907458724540174
Brazil,1965,S. & Cent. America,Oil,0.6398300739999997
Chile,1965,S. & Cent. America,Oil,0.14978288746695953
Colombia,1965,S. & Cent. America,Oil,0.16575837190316267
Ecuador,1965,S. & Cent. America,Oil,0.028514295
Peru,1965,S. & Cent. America,Oil,0.16074739394948048
Trinidad & Tobago,1965,S. & Cent. America,Oil,0.07991245363259117
Venezuela,1965,S. & Cent. America,Oil,0.40328554658423865
Central America,1965,S. & Cent. America,Oil,0.148974107573903
Other Caribbean,1965,S. & Cent. America,Oil,0.7509791063356982
Other South America,1965,S. & Cent. America,Oil,0.13196447003629375
Austria,1965,Europe,Oil,0.235070909
Belgium,1965,Europe,Oil,0.6784731340000001
Bulgaria,1965,Europe,Oil,0.1573757
Croatia,1965,Europe,Oil,0.0
Cyprus,1965,Europe,Oil,0.016848902000000002
Czech Republic,1965,Europe,Oil,0.169368794
Denmark,1965,Europe,Oil,0.4432516050000001
Estonia,1965,Europe,Oil,0.0
Finland,1965,Europe,Oil,0.242947737
France,1965,Europe,Oil,2.29428517
Germany,1965,Europe,Oil,3.674051199
Greece,1965,Europe,Oil,0.18818362
Hungary,1965,Europe,Oil,0.15938312999999998
Iceland,1965,Europe,Oil,0.020204877000000003
Ireland,1965,Europe,Oil,0.10267979
Italy,1965,Europe,Oil,2.198657814
Latvia,1965,Europe,Oil,0.0
Lithuania,1965,Europe,Oil,0.0
Luxembourg,1965,Europe,Oil,0.035396509
Netherlands,1965,Europe,Oil,1.065256337
North Macedonia,1965,Europe,Oil,0.0
Norway,1965,Europe,Oil,0.217139473
Poland,1965,Europe,Oil,0.23192913000000004
Portugal,1965,Europe,Oil,0.109906248
Romania,1965,Europe,Oil,0.30440306999999994
Slovakia,1965,Europe,Oil,0.09736955599999997
Slovenia,1965,Europe,Oil,0.0
Spain,1965,Europe,Oil,0.5989729170000002
Sweden,1965,Europe,Oil,0.8269316894894869
Switzerland,1965,Europe,Oil,0.34696644899999995
Turkey,1965,Europe,Oil,0.15115948
Ukraine,1965,Europe,Oil,0.0
United Kingdom,1965,Europe,Oil,3.1885903719999997
Other Europe,1965,Europe,Oil,0.175243942537743
Azerbaijan,1965,CIS,Oil,0.0
Belarus,1965,CIS,Oil,0.0
Kazakhstan,1965,CIS,Oil,0.0
Russian Federation,1965,CIS,Oil,0.0
Turkmenistan,1965,CIS,Oil,0.0
USSR,1965,CIS,Oil,7.181458420968224
Uzbekistan,1965,CIS,Oil,0.0
Other CIS,1965,CIS,Oil,0.0
Iran,1965,Middle East,Oil,0.2949829299218721
Iraq,1965,Middle East,Oil,0.06503328285126693
Israel,1965,Middle East,Oil,0.1449971324390133
Kuwait,1965,Middle East,Oil,0.2230562081106461
Oman,1965,Middle East,Oil,0.00035057
Qatar,1965,Middle East,Oil,0.002061839
Saudi Arabia,1965,Middle East,Oil,0.824887978
United Arab Emirates,1965,Middle East,Oil,0.003076319325485639
Other Middle East,1965,Middle East,Oil,0.2087369190899923
Algeria,1965,Africa,Oil,0.055458907000000016
Egypt,1965,Africa,Oil,0.293017652
Morocco,1965,Africa,Oil,0.04156547354830284
South Africa,1965,Africa,Oil,0.24248948500000006
Eastern Africa,1965,Africa,Oil,0.2493283873165132
Middle Africa,1965,Africa,Oil,0.08792112193913082
Western Africa,1965,Africa,Oil,0.1790015739759964
Other Northern Africa,1965,Africa,Oil,0.07739872343322574
Other Southern Africa,1965,Africa,Oil,0.00236460853980017
Australia,1965,Asia Pacific,Oil,0.7200696910000001
Bangladesh,1965,Asia Pacific,Oil,0.0
China,1965,Asia Pacific,Oil,0.464625131
China Hong Kong SAR,1965,Asia Pacific,Oil,0.08953747892118
India,1965,Asia Pacific,Oil,0.529182477
Indonesia,1965,Asia Pacific,Oil,0.26115704
Japan,1965,Asia Pacific,Oil,3.6495731119999997
Malaysia,1965,Asia Pacific,Oil,0.11223434042613556
New Zealand,1965,Asia Pacific,Oil,0.117490242
Pakistan,1965,Asia Pacific,Oil,0.16171445299999998
Philippines,1965,Asia Pacific,Oil,0.17887278400000006
Singapore,1965,Asia Pacific,Oil,0.17222934989549915
South Korea,1965,Asia Pacific,Oil,0.054448505
Sri Lanka,1965,Asia Pacific,Oil,0.033748253848967416
Taiwan,1965,Asia Pacific,Oil,0.092477424
Thailand,1965,Asia Pacific,Oil,0.099706859
Vietnam,1965,Asia Pacific,Oil,0.0648415454840592
Other Asia Pacific,1965,Asia Pacific,Oil,0.15425532231648426
Canada,1966,North America,Oil,2.438144002
Mexico,1966,North America,Oil,0.673178278
US,1966,North America,Oil,24.232482560100934
Argentina,1966,S. & Cent. America,Oil,1.021919359419003
Brazil,1966,S. & Cent. America,Oil,0.697671357
Chile,1966,S. & Cent. America,Oil,0.16397383790117967
Colombia,1966,S. & Cent. America,Oil,0.18891895551589769
Ecuador,1966,S. & Cent. America,Oil,0.029771098000000006
Peru,1966,S. & Cent. America,Oil,0.2014634773683672
Trinidad & Tobago,1966,S. & Cent. America,Oil,0.08047308083384297
Venezuela,1966,S. & Cent. America,Oil,0.3963790729415453
Central America,1966,S. & Cent. America,Oil,0.1478326912234463
Other Caribbean,1966,S. & Cent. America,Oil,0.7779506443514729
Other South America,1966,S. & Cent. America,Oil,0.1348633694250078
Austria,1966,Europe,Oil,0.25843989
Belgium,1966,Europe,Oil,0.6921371409999999
Bulgaria,1966,Europe,Oil,0.17954679000000004
Croatia,1966,Europe,Oil,0.0
Cyprus,1966,Europe,Oil,0.019219077
Czech Republic,1966,Europe,Oil,0.18699112199999998
Denmark,1966,Europe,Oil,0.5048557379999999
Estonia,1966,Europe,Oil,0.0
Finland,1966,Europe,Oil,0.29471279999999994
France,1966,Europe,Oil,2.4592428790000005
Germany,1966,Europe,Oil,4.110595752999998
Greece,1966,Europe,Oil,0.20547570399999998
Hungary,1966,Europe,Oil,0.17505437
Iceland,1966,Europe,Oil,0.021784172999999997
Ireland,1966,Europe,Oil,0.11477358300000001
Italy,1966,Europe,Oil,2.424364863
Latvia,1966,Europe,Oil,0.0
Lithuania,1966,Europe,Oil,0.0
Luxembourg,1966,Europe,Oil,0.040282462000000005
Netherlands,1966,Europe,Oil,1.155158762
North Macedonia,1966,Europe,Oil,0.0
Norway,1966,Europe,Oil,0.24510424600000005
Poland,1966,Europe,Oil,0.2412307
Portugal,1966,Europe,Oil,0.11265312
Romania,1966,Europe,Oil,0.31729449
Slovakia,1966,Europe,Oil,0.10746334800000001
Slovenia,1966,Europe,Oil,0.0
Spain,1966,Europe,Oil,0.7086003240000001
